iso2c,country,year,FP.CPI.TOTL.ZG,FR.INR.RINR,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NY.GNS.ICTR.ZS,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.PP.CD,SP.DYN.LE00.IN,SL.TLF.CACT.FE.ZS,SG.GEN.PARL.ZS,SP.ADO.TFRT,SH.DYN.MORT,SH.STA.MMRT,SI.POV.DDAY,SE.XPD.TOTL.GD.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,EG.USE.ELEC.KH.PC,EG.FEC.RNEW.ZS,SP.POP.GROW,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS
CN,China,2008,5.92525137041095,-2.30561534258843,4.59000015258789,42.2690268131211,51.7875934672198,7581.45351258344,7630,73.835,65.0650024414063,21.325744894543,7.3074,18.5,40,18,3.63000011444092,98.9505767822266,5.43507562169489,2446.36905458402,14.14,0.51238693163744,53.461,46.539
CN,China,2009,-0.728165250932952,5.53112290871345,4.71999979019165,45.3562358300454,50.373040629135,8305.76018512426,8290,74.119,64.3489990234375,21.325744894543,7.3248,17,37,NA,3.75,99.2089004516602,5.79831875382626,2612.45662004417,13.43,0.497381400884935,52.12,47.88
CN,China,2010,3.17532475269199,-1.00240121396208,4.53000020980835,46.5561547048834,51.3267166370595,9254.77960342973,9220,74.409,63.6259994506836,21.325744894543,7.3422,15.8,36,13.9,3.75,99.6999969482422,6.33541769065302,2943.58995443689,12.26,0.482959688678361,50.774,49.226
CN,China,2011,5.55389892257492,-1.40242874651321,4.55000019073486,46.6601210962037,49.2333302092041,10292.9404780675,10200,74.708,63.8160018920898,21.3230355943586,7.3596,14.6,34,10.2,3.52196002006531,99.8487243652344,6.90134442946652,3295.78486805176,11.34,0.546457594880274,49.489,50.511
CN,China,2012,2.61952432645544,3.58520352942164,4.57000017166138,46.2252655950979,48.6653631958681,11168.6972979775,11140,75.013,63.6809997558594,21.3230355943586,7.377,13.5,33,8.5,4.07742977142334,99.9619293212891,7.04618267539082,3466.01953935563,11.53,0.678345458846803,48.235,51.765
CN,China,2013,2.62105001748115,3.75538705522002,4.59000015258789,46.3989493360759,47.3783909245559,11872.4973811617,11780,75.321,63.5670013427734,23.40140609307,7.4286,12.5,32,2.9,3.85250997543335,99.9964447021484,7.32414711459464,3757.18508846571,11.45,0.666072977690069,46.987,53.013
CN,China,2014,1.92164162788521,4.52230843223192,4.6100001335144,45.8239527573535,47.61581833679,12480.3385303781,12500,75.629,63.568000793457,23.40140609307,7.4802,11.6,31,2.1,3.72663998603821,100,7.29423550644745,3905.31759800563,11.94,0.630326389541893,45.741,54.259
CN,China,2015,1.43702380935655,4.35307225209355,4.63000011444092,43.2348066562247,45.4175892293836,12897.5022868592,12840,75.928,63.564998626709,23.6228455559311,7.5318,10.7,30,1.2,3.82487010955811,100,7.14644935672822,NA,12.18,0.581456146657648,44.5,55.5
CN,China,2016,2.00000182191941,2.90181538915314,4.53000020980835,42.6313769323417,44.3806611564212,13483.3772665319,13420,76.21,63.4679985046387,23.6228455559311,7.5834,9.9,29,0.8,3.79362010955811,100,7.11538500511605,NA,12.56,0.573050906069647,43.264,56.736
CN,China,2017,1.59313600071434,0.112553973005713,4.44000005722046,43.0132973858151,44.9050468621923,14243.5326108491,14220,76.47,63.2919998168945,24.2476060191518,7.635,9.2,29,0.7,3.66744995117188,100,7.23098503140634,NA,13.13,0.605245013482969,42.04,57.96
CN,China,2018,2.07479039965578,0.821501871968533,4.28000020980835,43.7934751722352,44.4857478732542,15495.5484221015,15430,76.704,63.1139984130859,24.8993288590604,7.643,8.5,NA,0.4,3.54249000549316,100,7.48733189390915,NA,13.71,0.467672053461959,40.848,59.152
CN,China,2019,2.89923416358227,3.02438482061574,4.51999998092651,43.2511056433479,43.7730281148428,16652.0988008531,16610,76.912,63.0139999389648,24.9411764705882,7.651,7.9,NA,0.1,3.53999996185303,100,7.60593696057347,NA,14.45,0.354740890170827,39.692,60.308
