iso2c,year,total_population,population_change,births,deaths
ZA,2067,76318.666,0.087,949.897,941.863
ZA,2068,76385.202,0.072,944.725,948.081
ZA,2069,76440.339,0.057,938.797,953.735
ZA,2070,76483.889,0.048,936.803,958.765
ZA,2071,76520.422,0.041,936.903,963.766
ZA,2072,76552.057,0.029,932.471,968.967
ZA,2073,76574.066,0.013,924.211,973.118
ZA,2074,76583.654,0.001,919.409,976.987
ZA,2075,76584.569,-0.012,913.006,980.867
ZA,2076,76575.194,-0.02,910.207,984.326
ZA,2077,76559.569,-0.029,906.496,987.389
ZA,2078,76537.178,-0.038,901.954,989.28
ZA,2079,76508.35,-0.052,892.002,990.392
ZA,2080,76468.457,-0.06,886.676,991.317
ZA,2081,76422.309,-0.068,881.936,992.025
ZA,2082,76370.72,-0.078,874.473,992.377
ZA,2083,76311.309,-0.08,872.36,991.843
ZA,2084,76250.329,-0.088,865.571,991.298
ZA,2085,76183.088,-0.096,859.083,990.691
ZA,2086,76109.982,-0.1,855.323,989.797
ZA,2087,76034.001,-0.103,852.058,989.018
ZA,2088,75955.534,-0.11,846.256,988.581
ZA,2089,75871.709,-0.117,840.867,988.018
ZA,2090,75783.052,-0.123,835.926,987.415
ZA,2091,75690.059,-0.13,830.497,987.137
ZA,2092,75591.911,-0.141,822.571,987.251
ZA,2093,75485.733,-0.144,819.643,986.952
ZA,2094,75376.914,-0.151,814.858,987.43
ZA,2095,75262.841,-0.157,811.14,987.735
ZA,2096,75144.735,-0.161,808.18,987.785
ZA,2097,75023.629,-0.17,802.474,988.372
ZA,2098,74896.235,-0.176,798.571,988.626
ZA,2099,74764.675,-0.18,796.833,989.494
ZA,2100,74630.507,-0.19,789.256,989.584
